"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","series"
"528","call of duty: ghosts","Xbox One","2013","Shooter","Activision",6.73,2.56,0.04,0.91,10.25,73,29,"2.6",2117,"Infinity Ward","M","call of duty"
"529","call of duty: ghosts","PlayStation 3","2013","Shooter","Activision",4.1,3.63,0.38,1.25,9.36,71,10,"2.6",1047,"Infinity Ward","M","call of duty"
"530","call of duty 4: modern warfare","Xbox One","2007","Shooter","Activision",5.93,2.36,0.13,0.9,9.31,94,70,"8.4",1320,"Infinity Ward","M","call of duty"
"531","call of duty: advanced warfare","PlayStation 4","2014","Shooter","Activision",2.81,3.48,0.14,1.23,7.66,83,39,"5.7",1443,"Sledgehammer Games","M","call of duty"
"532","call of duty: black ops 3","Xbox One","2015","Shooter","Activision",4.59,2.11,0.01,0.68,7.39,NA,NA,"",NA,"","","call of duty"
"533","call of duty: world at war","Xbox One","2008","Shooter","Activision",4.81,1.88,0,0.69,7.38,84,84,"7.6",580,"Treyarch","M","call of duty"
"534","call of duty 4: modern warfare","PlayStation 3","2007","Shooter","Activision",3.11,2.26,0.28,1.03,6.68,94,44,"8.4",993,"Infinity Ward","M","call of duty"
"535","call of duty: world at war","PlayStation 3","2008","Shooter","Activision",2.73,1.83,0,0.83,5.39,85,45,"7.6",409,"Treyarch","M","call of duty"
"536","call of duty: advanced warfare","Xbox One","2014","Shooter","Activision",3.22,1.55,0.01,0.48,5.27,81,53,"5.4",898,"Sledgehammer Games","M","call of duty"
"537","call of duty: infinite warfare","PlayStation 4","2016","Shooter","Activision",1.61,2,0.15,0.71,4.46,77,82,"3.4",1129,"Infinity Ward","M","call of duty"
